text,label,five_folds,ten_folds,train_test_split
"Wär mein Kind betroffen, würden beide den ersten Hafttag nicht überleben! Das Kopfgeld das ich aussetzten würde wäre so hoch, dass das ganze Gefängnis hinter denen her wäre...inkl. der Wärter!",1.0,4,9,1
Man kann nur hoffen das die Wirtschaft diesem ganzen Affentheater langsam mal die kalte Schulter zeigt.  Erst dann werden die Verantwortlichen merken wie schmerzhaft ein Boomerang werden kann.,0.0,4,9,1
"Wo wird denn heute nicht gemeckert. Wahrscheinlich noch zugezogen. Sollen woanders hinziehen und gut ist es. Das Gemeckere über alles und nichts ist kaum noch zu ertragen. Wenn deren Haus mal brennt, einfach brennen lassen....So einfach geht das.... Natürlich auch kein Krankentransport... ",1.0,4,9,1
Wer ist dieser Rapper Farid Bang? Auch auf seiner Bordkarte standen doch deutlich die relevanten Zeiten ausgedruckt. Beim nächsten Mal ganz einfach nicht auf den letzten Drücker am Gate erscheinen...,0.0,4,9,1
"Der hat auch gut Lachen bei der Justiz in der BRD. sollte ihm solche Taten nachgewiesen werden, sollte er in syrische Gefangenschaft und und wir tragen die Kosten.   Dort ist es sicher billiger und einprägsamer für den ""Lachenden"" denn das wird dem dort sicher schnell vergehen.  Jede Wette. ",1.0,4,9,1
"Das ist gut, dass sich der Städtetag sorgt sich nach Lübcke-Attentat um Kommunalpolitiker sorgt. Sind die von der AfD da mit eingeschlossen?",0.0,4,9,1
Wo bleibt nur Lee Harvey Oswald II.?,1.0,4,9,1
Vielleicht mal in der Bedienungsanleitung schmökern?,0.0,4,9,1
"Willkommen im Mittelalter.  Herrgott, dann werft euch doch endlich die A-Bomben gegenseitig ins Land und Ruhe ist.",1.0,4,9,1
Skigebiet? Welch Begriff -  ist es nicht eine ökologisch sensible Mittel-Gebirgs-Landschaft? Schneekanonen? Liftanlagen? (Diesel-)Pistenraupen? Sollte man sich in der Natur nicht mit den Dingen beschäftigen die diese saisonal bietet?  ,0.0,4,9,1
Hoffentlich CO2 neutrales  Reizgas. Wohlstandskinder können sich dann bei Mama um Papa ausweinen. ,1.0,4,9,1
"Haha, zur Rechten Zeit liefert die Bertelsmann-Stiftung eine sog. 'Studie'. So ein Zufall aber auch. Die Frau Bundeskanzlerin von der CDU wird das freuen.  Der Begriff 'Studie' ist für mich auch zu einem Unwort geworden.  ",0.0,4,9,1
"Im Gegensatz zu Karl Lagerfeld würde sicher niemand, wirklich niemand einen toten Oliver Pocher vermissen. ",1.0,4,9,1
"Wäre nix neues: je rechter, desto großzügiger vom Kapital hofiert. Witzig ist nur diesesmal die Richtung - die CDU-Granden mußten damals die schwarzen Koffer noch in die Gegenrichtung kutschieren.  ",0.0,4,9,1
"Liebe Aktivisten, was könnt ihr froh sein, dass vernünftige Menschen sich nicht mit euch auf eine Stufe stellen. Ihr könnt euch nicht gar nicht vorstellen, wie es mir und vielen Weiteren, wenn wir das alles so verfolgen, was ihr da treibt und wie ihr euch verhaltet, in den Fäusten juckt! Nur leider dürfen wir ja nicht so wie wir gerne wollen würden! Euer Glück!",1.0,4,9,1
"Man sollte sich auch die Frage stellen, ob der Datenschutzbeauftragte stefan  brink nach seinen Äußerungen noch haltbar ist. Ein Politiker sollte immer so handeln, dass es nicht illegal ist.",0.0,4,9,1
"Gut so, wer nicht hören will, muss fühlen... Zur Not auch mit Schlagstock und Wasserwerfern... Anders kapiert es dieser Chaotenhaufen wohl nicht...",1.0,4,9,1
"Unfassbar! Ich hoffe, die alte Dame hat diesen Schock halbwegs überwunden und man findet die Täter schnell.",0.0,4,9,1
Solche Menschen sollte an die Wand gestellt werden,1.0,4,9,1
"Gute Idee Herr Spahn. Wir brauchen die jungen frischen Organe, nicht die Leber eines 80jährigen...... ",0.0,4,9,1
Franz Jaffa: Das kann doch nicht Ihr ernst sein! Diese Leute müssen ganz schnell aus dem Verkehr gezogen werden !!!,1.0,4,9,1
"Na hoffentlich kandidiert die Bundestagsabgeordnete zur OB. Wäre ein politischer Lichtblick im kommunalen Alltag. Erfolge hat sie in Düsseldorf im Übrigen reichlich. Ohne StraZi gäbe es z.B. den KöBogen nicht. Ideologiefrei - pragmatisch - gradlinig - ehrlich. Wer sie erlebt hat, weiss diese Eigenschaften an ihr zu schätzen. ",0.0,4,9,1
"Ich ernenne den ""Fridays-for-future"" Hype nun zum Kinderkreuzzug des 21.Jahrhunderts. Er wird enden wie der im 13.Jahrhundert.",1.0,4,9,1
"Unser tägliches AfD Bashing  gib uns  heute. Aber was will man vom Mainstrean noch anderes erwarten, wenn bei den ersten Prognosen zur HH Wahl  bei der ARD über das abschneiden der AfD gejubelt wird?  (Bericht im Merkur)  umso mehr freut es, dass die AfD ihre Wähler in HH trotz der medialen Hetze halten konnten. Da werden auch in Zukunft die Wagen vom Linken Tilly nichts dran ändern. Die Hetze nutzt sich irgendwann ab und langweilt nur noch. ",0.0,4,9,1
"Wer keine Argumente hat, kann ja auf Greta einhaken. ",1.0,4,9,1
noch ein Jahr DEl...kein Mensch braucht diesen Verein...,0.0,4,9,1
